customer_id,amount,submitted_at
103,828,2022-10-16 04:15:12
104,54,2022-10-28 11:22:09
105,494,2022-10-19 03:37:14
106,64,2023-04-07 03:44:42
107,127,2022-07-03 15:44:11
108,854,2022-11-13 14:45:13
109,715,2022-11-17 17:32:17
110,399,2023-03-21 19:01:51
111,416,2023-05-07 20:10:28
112,655,2022-08-24 05:48:15
113,519,2022-11-20 20:59:04
114,893,2022-07-08 04:42:06
115,428,2022-08-26 14:15:41
116,436,2023-02-21 13:21:29
117,700,2023-02-11 23:53:01
118,898,2022-10-06 03:18:05
119,336,2022-11-01 13:20:16
120,350,2023-05-02 23:49:17
121,559,2022-12-26 05:56:21
122,503,2022-09-23 16:12:21
123,434,2022-08-01 08:18:06
124,715,2022-07-15 23:05:33
125,218,2022-11-17 17:25:00
126,172,2022-08-23 01:30:14
127,505,2022-12-11 07:01:36
128,94,2023-01-02 18:00:00
129,201,2022-07-17 18:54:45
130,447,2023-01-30 07:15:36
131,294,2022-07-28 22:55:24
132,354,2022-09-21 13:27:25
133,436,2022-07-13 18:00:23
134,784,2022-12-11 12:30:28
135,166,2023-01-31 21:58:54
136,849,2022-09-20 09:00:11
137,572,2023-02-01 07:50:43
138,595,2023-02-21 22:17:38
139,863,2022-10-28 00:26:01
140,317,2022-06-17 03:44:40
141,216,2023-04-27 16:01:23
142,595,2022-11-27 11:31:36
143,899,2022-10-03 19:51:47
144,84,2023-02-14 02:21:22
145,284,2022-11-26 05:49:06
146,978,2022-10-15 02:28:02
147,542,2023-03-21 11:16:59
148,789,2022-12-07 20:38:05
149,848,2022-08-29 16:22:23
150,310,2022-08-13 13:04:58
151,169,2023-01-30 17:01:02
152,675,2022-07-21 12:12:46
153,685,2022-10-31 11:38:06
154,780,2022-11-20 11:40:32
155,637,2023-02-19 04:16:39
156,673,2022-12-23 05:25:11
157,113,2022-08-02 19:00:57
158,262,2022-09-29 06:16:13
159,335,2022-07-16 03:45:10
160,799,2023-03-15 03:36:40
161,341,2023-03-22 06:52:59
162,962,2023-04-15 19:58:02
163,792,2023-03-05 14:21:11
164,778,2022-06-20 03:47:36
165,655,2022-11-27 19:39:50
166,986,2022-09-20 12:25:20
167,448,2022-10-06 00:03:38
168,232,2022-11-27 20:37:00
169,999,2022-06-02 06:17:11
170,316,2023-04-04 09:44:27
171,686,2023-03-14 07:01:02
172,184,2022-06-25 17:52:57
173,186,2022-10-21 07:59:30
174,477,2022-12-05 09:10:08
175,318,2023-04-09 18:14:50
176,892,2022-10-29 06:45:01
177,626,2023-05-05 03:38:25
178,970,2023-02-12 08:39:43
179,162,2022-09-26 01:01:39
180,317,2023-01-18 03:55:57
181,993,2022-11-09 06:05:07
182,566,2022-06-19 12:08:53
183,125,2023-01-09 05:03:48
184,556,2022-09-30 05:35:34
185,729,2023-03-05 07:57:37
186,132,2023-02-19 03:03:01
187,563,2022-08-09 11:30:09
188,190,2022-09-03 21:43:20
189,90,2022-06-25 19:06:39
190,350,2023-04-28 10:36:45
191,159,2022-09-27 11:51:29
192,505,2022-05-24 10:40:06
193,179,2023-02-16 03:03:11
194,967,2022-11-25 06:50:02
195,615,2023-03-30 17:15:22
196,275,2022-07-18 04:56:38
197,217,2023-02-18 18:16:23
198,571,2022-05-28 05:30:47
199,312,2023-01-18 01:20:05
200,213,2022-07-07 03:58:00
201,180,2022-06-23 18:10:20
202,335,2023-01-04 00:19:20
203,195,2022-08-09 04:50:24
204,916,2023-04-13 20:00:04
205,781,2023-01-25 23:15:03
206,883,2022-06-27 08:24:08
207,788,2022-05-30 08:38:24
208,409,2022-08-31 19:43:06
209,674,2023-04-03 01:02:54
210,472,2023-04-15 12:20:08
211,749,2023-02-14 13:59:21
212,662,2022-10-10 15:42:03
213,665,2023-02-27 20:34:37
214,794,2022-09-20 20:39:11
215,860,2022-07-21 13:00:24
216,995,2022-08-14 10:17:00
217,119,2023-03-01 22:54:13
218,293,2022-08-31 09:40:52
219,982,2023-05-04 14:23:03
220,630,2023-03-01 18:51:26
221,877,2022-10-07 21:55:55
222,944,2022-08-09 02:05:49
223,376,2023-01-13 23:26:53
224,902,2022-08-26 01:00:47
225,722,2022-09-07 17:31:02
226,743,2022-12-02 20:10:54
227,820,2023-05-10 03:19:58
228,104,2022-07-10 09:35:40
229,652,2022-11-30 03:39:46
230,150,2023-02-24 14:23:23
231,367,2022-12-03 06:44:36
232,947,2023-03-30 08:51:25
233,777,2022-11-30 00:47:44
234,672,2022-07-10 15:06:02
235,67,2023-04-12 05:12:27
236,209,2023-03-22 20:23:52
237,974,2022-11-15 03:56:29
238,582,2023-04-10 11:51:27
239,827,2023-02-20 01:41:52
240,961,2022-11-15 22:04:44
241,241,2022-12-05 04:53:17
242,347,2023-04-13 11:53:09
243,819,2022-12-14 23:40:28
244,866,2022-08-30 12:52:23
245,77,2022-11-15 04:34:20
246,857,2022-07-26 08:17:04
247,363,2023-01-11 21:10:11
248,196,2022-06-06 05:18:48
249,472,2022-08-29 07:04:12
250,108,2023-03-29 06:53:53
251,425,2022-10-06 02:54:41
252,438,2022-08-31 14:50:56
253,500,2022-09-14 20:31:24
254,691,2022-10-11 13:58:09
255,113,2022-11-04 04:50:46
256,739,2022-09-03 22:03:13
257,129,2023-03-17 09:26:05
258,719,2022-10-29 21:36:58
259,657,2022-06-11 16:44:57
260,971,2023-03-18 14:55:07
261,903,2022-12-28 17:27:18
262,273,2022-08-17 14:32:08
263,530,2022-08-11 10:13:36
264,389,2023-01-17 14:04:07
265,83,2022-06-10 17:47:52
266,914,2022-08-22 19:02:07
267,828,2022-07-26 12:24:29
268,894,2023-04-09 22:11:50
269,212,2023-04-26 06:56:39
270,893,2023-05-06 03:48:42
271,659,2022-07-03 21:21:43
272,760,2022-09-29 23:39:47
273,105,2023-01-21 00:41:43
274,809,2023-02-10 06:39:20
275,588,2022-12-01 00:47:52
276,403,2022-09-07 01:06:17
277,745,2022-07-17 12:27:24
278,792,2023-03-25 01:26:00
279,938,2022-09-25 11:40:01
280,706,2022-07-13 05:12:55
281,663,2022-06-05 16:03:40
282,412,2023-01-22 17:39:40
283,595,2022-12-27 01:43:51
284,554,2023-02-26 03:18:41
285,509,2022-06-12 15:14:29
286,166,2022-06-19 15:02:30
287,490,2022-08-07 04:55:31
288,126,2022-07-21 06:30:44
289,404,2022-10-05 04:29:10
290,623,2022-12-05 19:15:58
291,348,2022-07-26 07:39:01
292,646,2022-12-03 20:15:17
293,390,2023-05-03 02:13:05
294,676,2022-09-12 13:06:55
295,881,2022-09-20 10:16:29
296,235,2023-01-26 17:46:55
297,683,2022-05-18 09:51:19
298,692,2023-01-31 13:04:16
299,881,2022-08-01 16:33:04
300,488,2023-05-05 07:50:57
1,197,2022-05-16 16:57:17
2,268,2022-11-26 05:49:00
3,79,2023-01-03 23:21:26
4,504,2022-12-27 03:50:30
5,123,2022-12-21 07:52:01
6,914,2022-11-24 13:15:27
7,754,2023-01-26 13:20:16
8,299,2022-12-25 17:29:36
9,469,2023-01-07 14:31:45
10,662,2022-09-18 17:50:18
11,934,2023-03-24 06:47:15
12,467,2022-10-27 06:17:39
13,362,2023-04-12 03:07:34
14,201,2023-05-03 06:20:44
15,395,2022-10-10 00:02:45
16,818,2022-11-01 20:02:24
17,820,2022-08-02 02:10:20
18,689,2022-08-14 21:56:19
19,646,2022-08-04 17:04:10
20,837,2022-06-28 17:58:12
21,538,2023-04-24 06:31:45
22,545,2023-03-04 11:14:28
23,901,2022-05-26 15:39:25
24,804,2022-07-20 10:40:15
25,178,2022-12-22 13:02:39
26,935,2023-03-07 23:22:59
27,379,2022-10-25 08:45:39
28,178,2022-12-01 00:22:38
29,163,2022-07-31 10:41:59
30,461,2023-02-24 08:40:05
31,847,2022-12-18 09:40:03
32,905,2022-09-07 03:42:55
33,958,2022-09-14 23:26:10
34,189,2022-07-25 19:37:56
35,648,2022-08-28 13:56:52
36,982,2023-01-31 16:48:22
37,920,2022-06-26 01:57:46
38,856,2023-02-21 13:29:04
39,947,2023-03-17 06:24:24
40,501,2022-05-30 04:34:31
41,770,2023-04-01 13:10:06
42,723,2022-07-07 14:14:04
43,467,2023-04-06 21:09:02
44,463,2023-03-02 10:15:33
45,740,2022-06-13 12:45:05
46,826,2023-04-25 14:01:00
47,401,2023-04-04 03:28:24
48,704,2023-02-07 02:56:52
49,897,2022-06-25 15:34:22
50,425,2022-10-11 04:58:49
51,472,2023-04-06 05:41:47
52,396,2022-08-12 15:25:35
53,957,2022-06-15 05:06:28
54,815,2023-04-02 23:12:43
55,931,2022-11-28 12:03:54
56,219,2023-03-12 04:59:04
57,150,2022-11-17 14:48:22
58,573,2022-11-10 02:49:59
59,337,2023-01-03 17:04:30
60,545,2023-02-01 13:54:41
61,532,2023-05-07 17:52:47
62,108,2023-02-27 08:53:30
63,535,2023-02-07 23:15:29
64,211,2022-06-22 18:01:41
65,502,2022-10-24 18:20:15
66,188,2023-02-11 20:06:02
67,664,2023-01-23 12:12:25
68,456,2022-12-27 06:09:15
69,111,2022-11-16 20:29:22
70,638,2022-09-10 04:10:30
71,98,2022-12-06 14:29:49
72,915,2022-09-04 23:43:48
73,413,2022-09-29 08:57:13
74,679,2022-12-20 18:27:47
75,100,2022-06-29 16:17:52
76,951,2023-01-18 04:14:39
77,949,2023-01-31 11:23:29
78,283,2023-04-26 03:08:18
79,812,2022-06-25 07:27:32
80,122,2023-01-08 15:42:50
81,291,2023-01-30 10:55:57
82,772,2022-10-27 14:13:47
83,282,2023-04-13 02:53:44
84,502,2022-09-15 05:35:02
85,183,2022-08-20 04:07:43
86,572,2022-06-23 17:17:14
87,374,2022-12-30 09:20:46
88,624,2023-03-05 21:54:58
89,435,2022-11-26 05:50:16
90,137,2023-01-01 20:10:39
91,342,2023-02-02 05:03:59
92,410,2022-08-12 15:52:45
93,806,2022-09-27 01:44:02
94,719,2023-01-04 14:02:20
95,318,2023-01-02 05:48:03
96,706,2023-02-12 06:43:10
97,104,2023-03-12 04:10:58
98,551,2022-12-15 04:24:08
99,489,2022-12-10 18:13:02
100,929,2023-02-15 22:12:22
101,577,2023-01-20 05:57:41
102,535,2022-06-06 05:55:12
103,534,2022-06-26 07:54:39
104,722,2022-08-26 13:51:27
105,727,2023-03-02 14:54:51
106,821,2023-04-09 00:05:15
107,185,2022-12-29 14:26:44
108,373,2022-08-12 15:00:13
109,317,2023-02-05 06:10:11
110,906,2022-10-11 09:41:37
111,190,2023-04-19 23:16:27
112,599,2022-07-25 14:28:33
113,687,2023-05-01 02:12:27
114,704,2022-12-02 20:23:54
115,251,2023-04-24 12:26:49
116,295,2022-12-03 01:55:49
117,566,2023-04-21 14:57:15
118,432,2022-12-21 09:23:28
119,749,2023-04-25 18:11:43
120,116,2022-07-09 16:20:38
121,354,2022-10-04 11:42:26
122,366,2022-08-18 07:06:49
123,596,2022-11-25 10:30:57
124,541,2022-06-20 02:48:22
125,538,2022-09-19 18:57:11
126,440,2022-08-17 19:56:00
127,375,2023-02-09 10:19:30
128,368,2022-08-27 15:29:49
129,927,2022-07-25 19:40:50
130,748,2022-07-09 22:10:39
131,128,2022-12-08 10:48:40
132,250,2023-02-13 22:59:21
133,275,2022-05-19 03:54:13
134,675,2022-09-12 06:37:09
135,552,2022-08-09 15:28:12
136,162,2022-09-18 23:26:29
137,973,2022-06-20 04:46:26
138,531,2022-10-20 07:04:02
139,879,2022-12-14 05:22:26
140,326,2022-12-07 03:46:17
141,159,2023-03-15 01:55:39
142,50,2022-12-11 16:12:02
143,975,2023-03-06 08:27:17
144,444,2022-06-19 09:07:46
145,464,2023-02-26 01:48:02
146,366,2022-12-07 10:13:15
147,897,2022-11-03 06:11:14
148,133,2023-04-14 13:19:13
149,725,2023-04-07 05:43:35
150,422,2022-08-20 14:36:12
151,655,2023-02-07 04:25:41
152,824,2022-06-17 10:50:05
153,142,2023-05-03 22:47:42
154,495,2022-11-24 11:30:54
155,105,2023-04-29 01:01:28
156,599,2022-07-22 15:32:49
157,420,2023-03-29 08:40:07
158,252,2023-01-10 20:20:40
159,292,2022-12-07 01:56:53
160,408,2022-10-26 07:37:03
161,296,2022-11-09 14:12:21
162,824,2023-01-12 12:25:21
163,267,2022-06-02 00:26:57
164,970,2022-07-24 13:31:51
165,869,2023-01-06 05:21:35
166,829,2022-05-25 01:39:23
167,688,2023-03-03 04:56:38
168,713,2023-03-30 02:18:12
169,585,2022-11-10 23:48:15
170,120,2022-05-24 03:27:08
171,160,2022-10-10 08:36:24
172,397,2022-12-25 19:16:59
173,153,2023-04-21 14:45:43
174,484,2022-12-26 13:59:10
175,597,2022-09-23 17:04:46
176,371,2023-02-14 06:10:09
177,166,2022-07-08 22:17:09
178,219,2022-08-26 06:11:52
179,247,2022-08-13 14:39:03
180,580,2022-05-26 11:12:13
181,829,2023-01-14 17:24:38
182,860,2022-09-26 20:35:26
183,548,2022-09-03 14:32:58
184,575,2022-09-15 03:34:59
185,267,2022-09-06 04:59:59
186,723,2022-06-23 14:42:21
187,698,2023-04-25 00:40:24
188,875,2023-03-12 14:10:37
189,522,2022-09-27 06:56:42
190,91,2022-12-25 11:53:42
191,88,2023-01-13 10:16:41
192,112,2022-06-04 00:52:10
193,284,2022-09-24 19:17:33
194,593,2023-03-08 03:29:24
195,170,2022-08-09 09:34:38
196,675,2022-11-14 01:31:48
197,100,2023-03-28 12:49:59
198,822,2022-06-11 16:42:26
199,822,2022-11-05 06:07:50
200,602,2022-12-25 15:25:50
201,911,2022-06-09 09:54:35
202,194,2022-07-22 20:29:54
203,78,2022-09-18 18:04:06
204,301,2022-07-01 21:42:39
205,726,2023-05-05 20:35:01
206,209,2022-11-10 22:48:27
207,530,2022-11-23 03:20:24
208,314,2022-12-16 20:47:21
209,681,2022-08-27 10:13:24
210,568,2023-05-04 22:11:46
211,941,2022-07-15 02:52:53
212,868,2023-04-24 02:24:58
213,921,2022-08-12 22:57:08
214,855,2023-02-04 23:33:58
215,366,2022-07-08 06:56:44
216,992,2022-08-15 18:06:32
217,446,2022-10-25 14:57:31
218,663,2023-01-17 16:27:31
219,451,2023-04-02 09:43:41
220,956,2022-09-25 07:14:17
221,988,2022-10-23 14:31:18
222,990,2023-03-21 11:43:12
223,683,2022-07-14 07:56:30
224,53,2022-11-24 10:25:03
225,385,2023-05-08 10:16:44
226,81,2023-05-05 22:03:34
227,172,2023-02-04 21:07:18
228,919,2022-08-11 01:45:45
229,659,2023-01-29 04:57:33
230,996,2022-10-01 05:23:24
231,705,2022-11-29 17:26:43
232,262,2022-12-07 07:12:11
233,756,2022-08-26 23:13:43
234,369,2023-03-20 17:16:29
235,385,2022-12-17 04:08:25
236,954,2022-09-27 20:30:25
237,994,2022-06-22 08:43:05
238,252,2023-01-24 03:06:40
239,327,2023-02-20 13:09:08
240,417,2022-07-19 00:34:34
241,335,2022-07-26 08:12:29
242,152,2022-09-09 10:01:01
243,169,2022-08-31 15:57:26
244,164,2023-03-18 16:55:56
245,948,2023-04-04 02:07:17
246,786,2022-10-08 19:00:07
247,970,2023-01-11 21:18:29
248,444,2022-09-09 21:14:59
249,976,2023-03-17 17:45:14
250,273,2022-05-16 01:59:53
251,546,2022-10-01 17:45:57
252,956,2022-12-03 12:13:35
253,701,2022-09-12 10:13:28
254,515,2023-02-21 18:37:58
255,899,2022-10-30 10:34:59
256,501,2022-08-28 15:26:15
257,713,2022-10-11 04:02:44
258,760,2022-07-31 09:01:25
259,230,2023-04-20 23:40:01
260,612,2023-02-28 10:39:12
261,527,2023-03-07 02:02:51
262,295,2022-07-27 11:18:24
263,149,2023-04-05 00:21:46
264,727,2022-06-29 19:00:51
265,342,2023-01-25 07:39:53
266,222,2022-11-05 11:46:12
267,393,2023-03-22 17:50:17
268,88,2023-03-25 13:52:36
269,112,2023-01-25 14:07:07
270,365,2023-03-08 07:21:25
271,546,2023-02-27 05:22:20
272,498,2022-10-15 07:04:50
273,928,2023-04-21 19:38:54
274,227,2022-08-29 01:05:40
275,632,2022-10-01 08:11:09
276,646,2022-07-20 12:02:28
277,352,2023-04-11 19:07:44
278,842,2022-11-04 14:19:35
279,565,2022-08-06 11:06:56
280,382,2023-02-16 17:08:25
281,334,2023-02-16 20:26:34
282,52,2023-03-13 02:07:45
283,928,2023-03-10 19:06:00
284,419,2022-10-15 04:18:15
285,226,2022-12-27 15:11:50
286,438,2022-10-23 04:38:25
287,414,2022-12-02 21:55:43
288,180,2023-04-24 02:00:33
289,193,2022-09-13 04:17:32
290,394,2022-10-18 12:16:53
291,523,2022-07-21 17:55:09
292,106,2022-10-02 22:48:41
293,251,2023-02-04 16:03:31
294,67,2022-10-06 05:55:04
295,586,2023-01-20 19:28:32
296,972,2022-06-26 13:21:51
297,959,2022-05-30 09:54:26
298,62,2022-09-13 13:47:53
299,762,2022-10-01 17:51:56
300,508,2023-04-17 08:32:48
1,970,2022-12-31 20:24:40
2,312,2022-08-29 19:31:54
3,289,2022-09-29 10:46:13
4,802,2023-02-05 03:43:23
5,970,2022-08-20 17:34:14
6,610,2022-06-06 02:51:33
7,164,2022-11-06 02:16:40
8,937,2022-09-05 01:11:17
9,876,2023-04-22 03:21:08
10,455,2023-04-05 19:40:13
11,309,2023-05-09 20:56:40
12,614,2023-02-21 11:56:49
13,601,2023-04-05 10:58:53
14,558,2022-09-20 18:44:08
15,51,2022-08-02 00:57:50
16,298,2022-11-21 20:26:04
17,501,2022-09-30 03:44:55
18,388,2022-07-14 03:29:40
19,356,2022-05-19 05:05:04
20,243,2023-04-25 16:34:44
21,974,2022-08-08 05:25:23
22,911,2023-03-17 10:04:55
23,181,2022-07-05 11:54:27
24,293,2022-11-20 05:37:17
25,53,2023-04-18 04:01:27
26,887,2022-12-29 22:27:58
27,510,2022-12-05 17:35:19
28,475,2022-10-24 11:27:13
29,741,2023-01-25 22:16:37
30,766,2023-04-09 22:04:58
31,545,2023-02-14 06:12:50
32,668,2022-06-10 02:27:27
33,912,2023-01-03 15:05:44
34,932,2022-08-21 15:22:08
35,815,2023-01-27 09:25:38
36,841,2022-11-02 14:34:27
37,514,2022-06-03 14:17:33
38,96,2022-09-05 01:49:06
39,361,2022-07-22 14:02:01
40,727,2022-11-19 10:25:14
41,431,2022-05-30 23:28:50
42,748,2023-02-08 03:10:13
43,974,2022-12-29 03:43:19
44,542,2022-08-09 11:18:39
45,604,2023-01-07 04:10:22
46,927,2023-02-02 09:46:27
47,311,2023-03-22 15:41:24
48,113,2023-02-02 22:53:55
49,809,2023-02-10 04:50:50
50,578,2022-08-09 07:04:53
51,909,2022-05-25 00:09:54
52,812,2023-03-09 15:13:32
53,721,2022-09-04 19:27:09
54,457,2023-03-24 17:02:10
55,995,2023-03-22 09:20:11
56,282,2023-03-25 11:29:47
57,756,2022-10-13 11:51:13
58,892,2022-11-24 00:43:54
59,863,2023-05-07 15:41:59
60,355,2023-04-30 20:56:52
61,285,2022-10-16 11:36:25
62,589,2023-02-26 14:37:43
63,474,2022-12-19 18:13:21
64,685,2022-05-28 17:48:06
65,141,2023-01-25 19:14:01
66,636,2022-12-28 10:15:01
67,203,2022-10-09 20:58:38
68,163,2022-08-25 21:38:31
69,111,2023-02-09 03:10:02
70,903,2023-04-11 06:32:30
71,328,2022-09-07 18:12:21
72,779,2023-03-25 14:44:01
73,642,2023-03-15 00:03:23
74,723,2022-12-17 07:40:49
75,902,2022-11-05 16:55:20
76,793,2023-01-11 23:55:05
77,590,2022-07-02 06:59:32
78,868,2022-10-08 11:23:41
79,510,2023-03-22 13:40:27
80,417,2023-01-25 03:29:25
81,542,2023-04-08 13:55:18
82,800,2022-09-26 11:02:47
83,796,2022-11-06 10:52:48
84,817,2022-09-25 00:31:15
85,181,2022-07-08 12:20:55
86,60,2022-10-20 06:28:25
87,187,2022-12-22 15:54:43
88,124,2023-05-05 04:41:44
89,585,2022-11-05 01:02:24
90,344,2023-04-25 01:21:05
91,141,2022-10-22 08:58:28
92,737,2023-02-09 23:18:34
93,526,2022-06-28 05:42:14
94,913,2022-09-14 02:02:31
95,817,2022-10-10 16:03:59
96,892,2022-10-02 01:33:53
97,868,2023-05-03 07:37:18
98,322,2022-08-14 07:01:06
99,879,2022-07-28 02:31:51
100,141,2023-03-31 12:10:06
101,896,2022-10-25 02:31:38
102,932,2022-09-10 19:44:48
103,783,2023-03-24 11:38:22
104,183,2022-07-20 04:10:26
105,467,2023-02-07 09:52:38
106,582,2022-10-21 14:40:57
107,117,2022-12-06 17:39:07
108,913,2022-11-30 01:20:42
109,157,2022-05-28 07:15:38
110,636,2023-03-24 21:10:05
111,173,2022-10-02 06:27:36
112,747,2022-10-23 02:45:02
113,652,2022-09-19 10:22:47
114,102,2023-04-12 13:45:12
115,445,2022-10-02 21:03:55
116,734,2022-12-30 02:33:41
117,488,2022-12-06 12:17:25
118,357,2023-03-29 03:50:03
119,427,2023-01-24 03:52:39
120,340,2023-03-11 10:47:07
121,457,2022-12-31 01:53:07
122,599,2023-03-07 01:26:26
123,345,2022-05-28 01:30:30
124,665,2022-06-13 08:15:43
125,299,2023-03-22 05:32:30
126,83,2022-12-23 23:18:54
127,760,2022-07-04 03:26:06
128,522,2022-11-24 05:58:26
129,162,2022-08-27 09:21:29
130,590,2022-12-09 00:10:35
131,766,2022-09-15 13:09:36
132,976,2022-08-02 22:55:08
133,172,2023-01-18 14:39:25
134,282,2023-03-17 06:06:17
135,376,2023-02-28 06:26:51
136,309,2022-12-17 03:18:32
137,662,2022-09-28 05:04:36
138,930,2022-07-19 12:16:00
139,612,2022-08-08 06:02:14
140,633,2022-06-04 17:49:36
141,892,2022-11-17 05:56:01
142,560,2023-01-30 21:04:53
143,716,2023-04-29 13:51:29
144,747,2022-11-17 15:24:24
145,894,2022-07-08 19:15:04
146,390,2023-04-04 18:37:00
147,132,2022-10-12 04:33:18
148,285,2023-04-12 02:17:14
149,196,2022-12-12 15:23:49
150,164,2022-12-09 16:48:29
151,937,2023-01-23 22:27:02
152,546,2022-07-13 06:55:26
153,446,2022-11-23 22:19:02
154,775,2022-10-30 09:17:28
155,976,2022-10-01 14:44:53
156,388,2022-07-28 13:29:05
157,925,2022-05-25 17:12:00
158,783,2023-05-03 17:41:21
159,673,2022-11-20 11:19:40
160,728,2023-03-20 07:43:15
161,596,2022-06-08 23:11:53
162,143,2022-09-22 18:48:35
163,407,2022-11-22 09:51:50
164,698,2022-08-04 13:23:17
165,114,2022-10-07 22:13:25
166,240,2022-06-10 20:53:43
167,475,2023-03-05 07:57:27
168,453,2022-06-16 20:36:32
169,378,2022-05-18 02:33:15
170,882,2023-04-04 19:15:00
171,710,2022-06-09 16:08:06
172,834,2022-10-06 00:01:16
173,479,2022-06-08 05:36:08
174,311,2022-11-28 06:30:54
175,252,2022-07-03 17:44:25
176,397,2022-12-16 06:23:15
177,287,2023-01-07 20:52:30
178,647,2022-07-07 08:02:24
179,248,2022-07-22 14:09:03
180,502,2023-01-16 22:58:13
181,993,2022-08-05 07:27:57
182,183,2023-03-05 19:56:17
183,501,2022-07-23 19:25:35
184,823,2022-10-04 21:51:07
185,836,2023-03-25 19:17:12
186,411,2022-12-28 13:35:25
187,79,2022-12-04 19:11:54
188,491,2023-01-19 18:00:23
189,482,2023-04-20 16:25:53
190,578,2022-11-04 15:43:35
191,193,2022-12-12 12:46:38
192,996,2022-08-04 20:28:04
193,993,2022-08-26 19:39:12
194,763,2023-03-16 02:05:19
195,931,2023-02-16 18:36:54
196,316,2022-12-14 20:28:49
197,124,2023-02-22 07:14:08
198,677,2022-10-16 13:32:54
199,158,2022-05-20 03:45:05
200,532,2023-02-08 04:16:33
201,71,2022-06-05 02:15:16
202,922,2023-05-03 02:13:02
203,934,2022-10-03 16:40:08
204,984,2023-04-13 13:34:02
205,580,2023-02-25 19:07:14
206,63,2023-01-18 10:09:13
207,738,2022-10-14 17:23:32
208,918,2022-06-06 04:17:50
209,444,2023-01-18 03:18:00
210,426,2022-12-28 12:35:04
211,575,2022-09-30 16:30:37
212,986,2023-02-04 12:38:26
213,908,2022-11-21 03:49:41
214,496,2023-05-05 16:54:23
215,223,2023-02-20 09:58:13
216,230,2022-09-26 15:21:51
217,87,2022-09-09 00:29:02
218,841,2023-04-03 12:30:01
219,782,2022-06-13 05:05:16
220,211,2023-02-01 18:46:26
221,536,2022-12-19 16:34:13
